request_id,account_id,requested_payment_system_id,created_at,status,request_reason
717,3693,1,2023-05-03 06:44:44.361977056,approved,higher_conversion
473,562,1,2023-05-12 13:28:17.052682955,in_progress,lower_fee
556,1392,5,2023-05-16 05:49:28.887713585,rejected,higher_conversion
788,1039,8,2023-05-17 09:31:08.380992543,approved,lower_fee
299,4265,3,2023-05-18 17:36:52.463705583,new,additional_payment_methods
78,2802,6,2023-05-20 15:05:51.427656125,approved,international_payments
714,4260,5,2023-05-22 08:29:58.071011886,in_progress,lower_fee
699,2277,5,2023-05-23 14:57:58.987690313,in_progress,lower_fee
459,3669,2,2023-05-26 04:43:27.613347668,in_progress,lower_fee
668,3185,8,2023-05-27 08:58:13.726570874,in_progress,lower_fee
453,4416,4,2023-05-28 19:24:57.677663917,in_progress,higher_conversion
280,1425,6,2023-05-28 21:03:53.579836175,new,higher_conversion
916,2463,8,2023-05-30 08:44:17.747484460,new,lower_fee
943,4773,4,2023-05-30 15:45:59.158041425,approved,lower_fee
505,1438,2,2023-06-05 10:27:54.193428338,approved,lower_fee
79,2528,5,2023-06-05 21:27:46.669750595,approved,lower_fee
88,656,8,2023-06-12 01:42:15.089738600,approved,lower_fee
954,3815,7,2023-06-14 07:12:26.670206502,approved,higher_conversion
629,1966,3,2023-06-16 22:39:25.007911846,approved,additional_payment_methods
734,1245,3,2023-06-20 11:16:31.678238191,approved,international_payments
515,62,7,2023-06-22 16:56:45.314035974,approved,international_payments
649,804,1,2023-06-23 00:13:11.521474204,approved,international_payments
114,743,2,2023-06-23 12:06:00.162648525,approved,lower_fee
670,444,7,2023-06-25 03:16:47.634631742,approved,additional_payment_methods
544,4535,3,2023-06-28 10:22:38.784226932,rejected,lower_fee
150,2576,2,2023-06-29 04:54:00.977040520,approved,higher_conversion
737,319,5,2023-07-03 21:00:52.924967855,approved,installments
223,4583,6,2023-07-04 06:55:47.136704750,approved,international_payments
231,654,1,2023-07-09 02:30:34.489190139,approved,international_payments
311,3115,4,2023-07-10 00:21:47.587446488,approved,lower_fee
225,1621,7,2023-07-10 18:02:11.429378136,new,lower_fee
63,4258,7,2023-07-13 07:04:51.159774911,approved,provider_backup
866,2764,1,2023-07-22 17:44:09.293939531,in_progress,additional_payment_methods
841,4562,5,2023-07-29 11:49:18.959696991,approved,higher_conversion
220,1021,7,2023-07-31 00:15:39.241961051,in_progress,lower_fee
752,3440,5,2023-07-31 23:48:10.296652264,in_progress,lower_fee
228,2708,3,2023-08-04 14:58:49.143334451,approved,additional_payment_methods
673,1116,5,2023-08-06 17:39:39.050387610,approved,higher_conversion
749,528,2,2023-08-14 13:55:04.177927662,approved,additional_payment_methods
849,4847,6,2023-08-25 00:57:47.247307752,rejected,lower_fee
662,52,8,2023-08-26 20:08:48.923849264,approved,additional_payment_methods
858,439,1,2023-08-27 06:58:49.408996440,in_progress,provider_backup
56,3079,8,2023-08-29 08:24:56.150412520,approved,higher_conversion
403,788,8,2023-08-31 07:49:01.589300388,in_progress,additional_payment_methods
829,3974,3,2023-09-01 07:00:54.448330365,rejected,provider_backup
252,4119,4,2023-09-02 02:06:14.997655645,in_progress,provider_backup
664,1045,1,2023-09-02 12:04:58.944995072,approved,installments
999,2733,6,2023-09-03 16:54:11.578228985,new,lower_fee
461,1259,6,2023-09-06 21:30:31.945592888,new,installments
382,4311,5,2023-09-07 05:49:21.359872002,approved,installments
548,4006,5,2023-09-07 08:05:35.220616980,in_progress,lower_fee
183,1942,2,2023-09-11 03:19:40.049720302,approved,lower_fee
552,2299,4,2023-09-15 11:04:10.577186137,approved,additional_payment_methods
366,3041,6,2023-09-19 17:35:20.744949177,rejected,additional_payment_methods
681,2923,6,2023-09-21 05:33:18.942899860,approved,higher_conversion
584,3922,8,2023-09-21 13:31:39.831677057,in_progress,higher_conversion
250,4716,6,2023-09-22 22:52:03.988350978,in_progress,lower_fee
347,4759,3,2023-09-27 07:51:52.883364063,approved,international_payments
336,894,8,2023-09-29 15:54:17.033116713,rejected,additional_payment_methods
791,2506,5,2023-09-30 16:19:39.147319056,rejected,higher_conversion
200,4382,6,2023-10-08 04:10:05.939320467,approved,lower_fee
247,2179,6,2023-10-09 15:27:10.137749676,approved,lower_fee
488,3002,8,2023-10-09 20:21:56.754199985,in_progress,lower_fee
781,2793,3,2023-10-12 02:54:23.055461317,new,additional_payment_methods
375,2233,5,2023-10-15 00:54:24.108051382,in_progress,higher_conversion
533,3618,7,2023-10-19 07:13:48.605068661,new,lower_fee
468,4652,5,2023-10-21 01:27:48.314689070,approved,international_payments
844,834,3,2023-10-22 17:22:18.958451945,in_progress,lower_fee
84,1616,2,2023-10-24 15:18:19.350396879,in_progress,higher_conversion
42,4122,8,2023-10-26 21:44:18.313955832,approved,higher_conversion
810,4919,8,2023-10-28 11:38:52.454550695,approved,lower_fee
564,2112,6,2023-10-28 12:05:55.295266025,in_progress,lower_fee
525,2171,5,2023-10-31 14:43:47.302638080,approved,higher_conversion
857,1488,5,2023-11-01 22:17:32.282343633,in_progress,international_payments
162,3144,4,2023-11-02 08:50:55.163341828,in_progress,lower_fee
414,1352,2,2023-11-02 17:08:35.046226250,rejected,higher_conversion
310,1870,3,2023-11-04 04:15:13.624589445,new,provider_backup
526,323,5,2023-11-04 22:32:44.463189114,approved,higher_conversion
358,351,1,2023-11-05 12:17:41.185567101,in_progress,lower_fee
970,2687,5,2023-11-06 00:52:12.232439857,approved,lower_fee
669,3858,2,2023-11-07 15:13:17.847766705,in_progress,additional_payment_methods
346,3655,2,2023-11-11 02:39:33.926140093,approved,installments
404,2606,2,2023-11-11 13:37:38.654668277,approved,lower_fee
142,3822,7,2023-11-18 22:07:48.558256824,approved,lower_fee
356,253,2,2023-11-19 15:01:31.576943755,approved,installments
489,211,2,2023-11-21 13:11:48.364318966,approved,higher_conversion
349,2094,1,2023-11-22 20:39:35.922024824,approved,higher_conversion
192,3795,3,2023-11-25 13:40:32.568019533,rejected,lower_fee
770,1871,5,2023-11-27 22:46:11.325204741,new,lower_fee
424,1236,7,2023-11-30 09:54:25.584950702,rejected,lower_fee
411,1176,6,2023-11-30 11:18:21.454216975,approved,additional_payment_methods
249,1783,1,2023-11-30 21:56:00.256303489,approved,installments
713,123,5,2023-12-02 00:34:51.629965533,approved,additional_payment_methods
219,3790,7,2023-12-08 01:19:06.564745951,new,international_payments
457,2165,7,2023-12-09 15:23:45.784463781,approved,additional_payment_methods
174,3040,2,2023-12-10 02:47:15.727879521,approved,higher_conversion
239,2755,1,2023-12-12 04:53:08.987307884,new,international_payments
324,3045,3,2023-12-14 05:32:55.719895303,approved,lower_fee
808,4589,8,2023-12-15 05:00:21.936379150,new,higher_conversion
18,3352,5,2023-12-15 18:57:41.166803632,approved,higher_conversion
535,3750,4,2023-12-15 20:11:02.053408261,approved,lower_fee
195,2019,3,2023-12-17 04:31:55.257078171,approved,additional_payment_methods
853,1323,3,2023-12-17 11:03:07.852535374,approved,provider_backup
104,4440,5,2023-12-22 15:52:35.489280172,rejected,lower_fee
614,416,7,2023-12-23 02:21:38.720183261,approved,lower_fee
878,1019,7,2023-12-25 15:52:52.573461831,rejected,higher_conversion
66,2634,7,2023-12-28 19:44:49.186265994,approved,higher_conversion
210,912,8,2023-12-29 15:14:31.273780581,approved,installments
422,2837,6,2023-12-30 12:42:26.062617785,rejected,additional_payment_methods
270,150,2,2024-01-01 02:55:30.975662652,in_progress,lower_fee
476,2818,8,2024-01-03 06:05:08.573696654,approved,provider_backup
571,4886,2,2024-01-04 04:28:24.035808414,approved,installments
402,4002,7,2024-01-05 03:31:39.203177704,rejected,higher_conversion
741,2665,7,2024-01-06 18:05:25.918921195,rejected,higher_conversion
416,4213,6,2024-01-11 09:52:01.393824048,approved,lower_fee
542,2933,8,2024-01-11 10:48:17.336007074,approved,installments
188,3662,6,2024-01-14 09:23:49.017160967,approved,lower_fee
187,3685,8,2024-01-14 15:53:04.769351528,approved,additional_payment_methods
141,3699,3,2024-01-15 20:43:42.804519441,approved,additional_payment_methods
871,2078,1,2024-01-19 04:07:15.278390404,approved,lower_fee
661,1048,7,2024-01-22 01:43:13.135378979,new,lower_fee
295,3065,4,2024-01-26 23:17:05.412571140,approved,lower_fee
485,3971,3,2024-02-01 18:41:33.499351434,in_progress,lower_fee
486,4708,4,2024-02-04 17:00:20.214146296,approved,installments
470,4680,5,2024-02-06 12:58:25.791562254,approved,additional_payment_methods
71,1908,5,2024-02-11 07:52:34.006437344,new,lower_fee
339,3826,4,2024-02-11 08:23:30.188766029,approved,higher_conversion
155,1861,4,2024-02-11 14:14:41.145373598,rejected,lower_fee
390,2451,3,2024-02-12 02:26:08.889066339,new,lower_fee
431,722,8,2024-02-13 22:35:05.239939790,approved,lower_fee
774,377,8,2024-02-15 11:16:26.393172994,approved,installments
912,1504,7,2024-02-15 16:18:49.888541721,approved,international_payments
412,3198,6,2024-02-16 15:01:59.224803753,approved,international_payments
39,4967,4,2024-02-17 02:31:37.575077696,approved,lower_fee
229,298,8,2024-02-18 07:52:26.379271276,in_progress,higher_conversion
383,2510,8,2024-02-21 14:28:15.600728117,in_progress,lower_fee
442,81,7,2024-02-27 15:15:02.499048533,rejected,additional_payment_methods
364,2237,6,2024-03-01 20:32:19.623111568,approved,lower_fee
742,550,8,2024-03-04 11:09:04.938403089,approved,higher_conversion
238,692,2,2024-03-09 22:17:56.176946729,approved,lower_fee
615,4247,5,2024-03-10 09:01:51.700659485,approved,higher_conversion
724,3839,5,2024-03-10 17:53:04.391390976,in_progress,lower_fee
951,3044,3,2024-03-13 01:02:59.511914738,approved,higher_conversion
102,1670,2,2024-03-18 16:43:08.148898713,rejected,higher_conversion
387,4648,7,2024-03-22 03:20:45.051184222,new,installments
103,2132,7,2024-03-24 11:22:09.418778468,approved,lower_fee
77,712,6,2024-03-24 23:49:28.649816170,new,installments
846,4507,3,2024-03-26 08:22:58.056345128,approved,lower_fee
211,3146,7,2024-03-27 11:11:31.775348552,new,lower_fee
594,4582,3,2024-03-30 11:41:53.635125253,approved,international_payments
22,3050,1,2024-03-30 16:20:31.941125683,new,lower_fee
317,1804,2,2024-03-31 04:21:47.107262744,approved,lower_fee
451,2610,8,2024-04-02 14:59:03.841694891,approved,higher_conversion
607,625,7,2024-04-02 17:09:27.163579881,approved,additional_payment_methods
620,1201,3,2024-04-03 10:41:27.631083049,approved,additional_payment_methods
560,3241,6,2024-04-04 02:30:53.581261966,approved,additional_payment_methods
780,3820,5,2024-04-07 11:28:53.706041137,in_progress,lower_fee
924,880,6,2024-04-07 16:59:36.618095756,in_progress,higher_conversion
757,2120,4,2024-04-08 10:30:19.904894102,approved,lower_fee
74,297,5,2024-04-10 12:43:17.828710690,approved,lower_fee
870,4786,8,2024-04-10 17:52:38.904536538,approved,higher_conversion
522,3708,8,2024-04-11 16:26:00.432537220,rejected,lower_fee
372,3524,7,2024-04-12 20:44:27.958055392,approved,additional_payment_methods
697,185,3,2024-04-14 10:30:39.493901849,approved,lower_fee
983,4682,4,2024-04-18 10:33:38.019741219,approved,lower_fee
979,3755,2,2024-04-21 18:53:21.941970963,approved,installments
308,2827,2,2024-04-25 11:07:00.728203181,new,provider_backup
350,2188,3,2024-04-25 15:36:42.822908983,approved,higher_conversion
893,3287,8,2024-04-27 02:47:34.872887209,approved,higher_conversion
471,2965,3,2024-04-27 07:48:59.690733634,approved,lower_fee
495,578,7,2024-04-28 10:41:41.667229220,new,lower_fee
543,1537,8,2024-04-29 04:15:47.557566293,rejected,lower_fee
43,30,3,2024-05-03 12:41:40.560573813,in_progress,lower_fee
652,752,2,2024-05-05 21:43:51.164648801,new,international_payments
619,18,1,2024-05-07 02:08:58.094920412,rejected,lower_fee
482,3958,1,2024-05-07 10:53:59.033963263,approved,installments
549,3627,8,2024-05-07 14:09:05.790003847,new,higher_conversion
241,970,8,2024-05-09 17:17:42.402964786,approved,lower_fee
503,136,7,2024-05-10 14:03:11.114771343,approved,higher_conversion
613,1663,7,2024-05-12 19:54:22.309625251,approved,higher_conversion
255,2276,2,2024-05-14 17:58:15.710418154,in_progress,higher_conversion
639,4761,3,2024-05-15 17:45:14.760722652,in_progress,higher_conversion
731,4878,6,2024-05-16 16:57:18.921807514,in_progress,higher_conversion
176,3290,5,2024-05-18 05:35:14.108413562,new,lower_fee
814,1593,5,2024-05-18 14:40:08.221812896,approved,higher_conversion
186,3571,5,2024-05-20 02:17:26.223124519,new,provider_backup
327,2418,8,2024-05-24 03:11:30.087998696,approved,international_payments
914,2119,6,2024-05-25 17:13:43.320996366,new,provider_backup
726,4770,8,2024-05-26 01:06:41.325374020,in_progress,provider_backup
481,4140,2,2024-05-26 08:36:48.345017463,new,provider_backup
655,622,3,2024-05-26 09:55:34.461501261,in_progress,additional_payment_methods
796,1910,7,2024-05-27 20:09:20.612905703,approved,lower_fee
626,4720,8,2024-05-31 16:22:32.397616927,in_progress,lower_fee
932,4211,8,2024-06-01 06:43:11.205648795,approved,additional_payment_methods
882,1282,8,2024-06-02 07:10:05.052254173,new,lower_fee
593,2318,8,2024-06-06 04:31:51.425445251,approved,international_payments
818,3576,4,2024-06-07 15:58:32.171125427,approved,lower_fee
658,567,7,2024-06-08 07:00:45.974668242,approved,lower_fee
478,1757,3,2024-06-09 20:39:07.083568100,approved,additional_payment_methods
654,2532,2,2024-06-10 07:57:32.531965185,approved,higher_conversion
917,3636,1,2024-06-10 21:26:32.126425720,in_progress,lower_fee
905,4859,7,2024-06-10 22:56:43.296114538,approved,higher_conversion
161,2105,7,2024-06-13 01:27:39.468672609,in_progress,higher_conversion
928,4991,7,2024-06-13 03:19:06.343379047,approved,lower_fee
130,3151,2,2024-06-14 00:34:05.685158095,rejected,installments
965,3625,6,2024-06-17 06:17:27.151264634,approved,additional_payment_methods
61,2378,6,2024-06-19 04:49:59.210989423,approved,higher_conversion
541,1984,2,2024-06-19 07:03:17.753723202,approved,lower_fee
410,2883,4,2024-06-20 21:22:17.066552377,approved,additional_payment_methods
15,3022,7,2024-06-22 09:39:54.965408448,approved,international_payments
645,4193,2,2024-06-25 10:36:26.210998580,approved,lower_fee
744,4054,5,2024-06-28 21:15:42.443313442,approved,provider_backup
501,3717,5,2024-06-29 02:38:44.789189966,in_progress,lower_fee
919,4479,1,2024-06-29 11:37:10.567462899,approved,international_payments
611,234,5,2024-06-30 15:13:31.567698777,approved,provider_backup
499,1613,1,2024-07-03 23:01:51.926731683,approved,lower_fee
215,4077,7,2024-07-07 06:27:01.302257210,new,international_payments
381,3801,1,2024-07-07 08:08:02.474960357,in_progress,higher_conversion
165,152,5,2024-07-08 14:00:59.958982468,in_progress,lower_fee
719,1372,6,2024-07-09 18:00:16.785476891,approved,higher_conversion
621,1700,2,2024-07-11 19:20:07.711498171,approved,lower_fee
913,2415,5,2024-07-13 08:07:48.437489413,approved,higher_conversion
322,3912,8,2024-07-17 09:22:50.260595179,in_progress,higher_conversion
696,2464,7,2024-07-18 07:26:49.849468037,rejected,international_payments
4,1056,2,2024-07-20 22:06:04.091929443,approved,lower_fee
679,4201,2,2024-07-21 22:11:03.238658927,approved,lower_fee
848,4039,5,2024-07-22 08:25:00.008683526,approved,lower_fee
638,4325,2,2024-07-22 19:58:04.182074741,approved,lower_fee
343,1294,6,2024-07-27 08:48:27.938114919,approved,lower_fee
230,2340,5,2024-07-27 19:49:59.927790888,in_progress,provider_backup
982,240,3,2024-07-29 15:54:10.632200062,approved,provider_backup
949,464,8,2024-07-30 04:55:33.934848063,approved,lower_fee
834,4899,8,2024-07-30 12:39:20.436637208,rejected,higher_conversion
721,3956,2,2024-08-04 03:14:05.103560388,in_progress,provider_backup
53,2452,4,2024-08-08 23:08:35.699301360,new,additional_payment_methods
953,595,4,2024-08-11 19:06:40.171327343,approved,international_payments
897,2125,2,2024-08-13 23:34:39.578349404,approved,additional_payment_methods
813,1169,1,2024-08-14 23:08:40.068983689,rejected,lower_fee
775,3854,8,2024-08-16 03:01:38.164527453,in_progress,international_payments
529,3538,2,2024-08-16 09:33:04.186973207,in_progress,lower_fee
840,2723,3,2024-08-16 19:02:27.320759274,approved,lower_fee
51,4616,6,2024-08-16 21:03:03.162346929,approved,international_payments
198,2806,2,2024-08-17 14:19:33.418453783,rejected,additional_payment_methods
993,4232,1,2024-08-18 07:15:01.315047987,approved,international_payments
539,2649,3,2024-08-21 03:46:11.585587353,rejected,international_payments
307,4693,5,2024-08-22 01:29:42.297506286,approved,higher_conversion
463,1452,5,2024-08-23 09:24:00.998684008,rejected,international_payments
361,423,5,2024-08-26 09:36:07.301229805,new,international_payments
140,180,6,2024-08-28 06:04:45.061500989,approved,international_payments
345,3505,6,2024-08-29 20:03:15.516452461,in_progress,additional_payment_methods
727,777,1,2024-08-30 11:48:19.248815104,approved,additional_payment_methods
325,417,5,2024-09-01 23:16:10.422571547,approved,additional_payment_methods
479,725,8,2024-09-05 18:59:01.708917178,rejected,additional_payment_methods
483,1589,1,2024-09-08 02:37:13.652815434,new,additional_payment_methods
911,694,6,2024-09-09 01:27:28.471490424,in_progress,international_payments
95,498,3,2024-09-10 03:15:48.652161254,approved,provider_backup
408,812,1,2024-09-10 19:39:26.803824897,rejected,lower_fee
8,2469,7,2024-09-13 00:24:59.711110182,approved,additional_payment_methods
113,4210,3,2024-09-13 06:04:49.289711818,approved,lower_fee
159,3665,8,2024-09-16 02:09:50.286333323,approved,international_payments
313,2313,1,2024-09-17 07:22:20.974363610,approved,lower_fee
586,3067,4,2024-09-18 10:03:11.195856594,in_progress,higher_conversion
296,658,1,2024-09-20 22:23:19.155459238,approved,provider_backup
19,1745,6,2024-09-22 19:15:19.404450163,approved,higher_conversion
441,3674,6,2024-09-26 00:13:48.635687634,approved,lower_fee
716,1872,7,2024-09-26 11:01:51.466449790,approved,lower_fee
87,764,8,2024-09-26 14:16:09.111357545,approved,international_payments
70,4725,8,2024-09-27 15:36:41.045388512,approved,international_payments
701,4730,1,2024-10-03 11:56:12.637411317,new,higher_conversion
407,1875,4,2024-10-03 20:17:07.532243416,new,higher_conversion
261,1590,7,2024-10-03 21:34:26.850264500,rejected,higher_conversion
11,2465,6,2024-10-08 01:06:54.390345728,approved,lower_fee
371,3946,6,2024-10-10 21:25:25.652391918,in_progress,higher_conversion
45,839,2,2024-10-10 23:29:07.152645752,rejected,additional_payment_methods
167,1053,6,2024-10-11 23:09:09.653534651,approved,lower_fee
68,2216,1,2024-10-15 15:19:47.409836587,approved,additional_payment_methods
827,928,7,2024-10-17 00:04:38.206581257,approved,additional_payment_methods
1000,1927,8,2024-10-17 10:07:36.119843055,rejected,additional_payment_methods
432,4411,4,2024-10-17 16:57:10.281931590,rejected,additional_payment_methods
685,4094,5,2024-10-18 18:59:19.615708813,in_progress,higher_conversion
805,2419,6,2024-10-21 09:01:02.736325234,in_progress,higher_conversion
830,3546,8,2024-10-21 13:58:37.481707700,approved,lower_fee
633,239,5,2024-10-23 01:08:03.138663840,approved,higher_conversion
55,1145,7,2024-10-23 02:52:50.618334115,approved,higher_conversion
331,3942,3,2024-10-23 10:03:57.288967900,approved,lower_fee
449,222,3,2024-10-25 09:49:16.783472137,approved,higher_conversion
570,3867,6,2024-10-25 16:06:15.841874331,new,lower_fee
283,732,5,2024-10-26 12:52:35.800339479,in_progress,lower_fee
119,241,2,2024-10-28 19:26:40.824372455,approved,lower_fee
991,945,7,2024-10-29 01:15:34.479270898,approved,lower_fee
484,3348,6,2024-10-30 18:48:37.205141447,approved,installments
121,1371,1,2024-10-31 11:47:31.579808787,approved,higher_conversion
475,2949,8,2024-11-06 08:53:12.418250147,in_progress,provider_backup
672,196,1,2024-11-06 11:25:21.967298031,approved,additional_payment_methods
425,2147,8,2024-11-06 21:35:55.811775863,new,lower_fee
13,916,6,2024-11-09 01:44:05.010706931,new,provider_backup
436,2908,7,2024-11-10 04:51:45.466898702,new,lower_fee
498,368,8,2024-11-10 07:02:07.530281745,in_progress,higher_conversion
204,4329,7,2024-11-12 23:14:45.404020675,approved,additional_payment_methods
272,1262,6,2024-11-15 20:59:17.144316256,in_progress,higher_conversion
504,4481,6,2024-11-17 16:11:05.461205453,approved,lower_fee
877,3086,8,2024-11-17 16:49:39.820901110,in_progress,higher_conversion
406,2122,2,2024-11-18 08:35:10.118235517,approved,higher_conversion
821,953,1,2024-11-20 21:30:18.342434905,in_progress,lower_fee
409,388,3,2024-11-20 22:45:34.494507127,approved,higher_conversion
520,4360,8,2024-11-21 06:07:44.010219246,rejected,international_payments
462,890,6,2024-11-21 18:58:17.326378800,rejected,international_payments
352,3919,3,2024-11-22 06:47:50.728248984,approved,installments
596,1026,7,2024-11-22 20:56:18.736725050,in_progress,additional_payment_methods
842,309,8,2024-11-23 21:05:29.057255689,approved,lower_fee
557,4526,4,2024-11-24 23:31:32.734983388,approved,lower_fee
181,4625,3,2024-11-26 00:59:38.762905486,in_progress,higher_conversion
328,506,1,2024-11-27 15:04:10.646053538,approved,installments
764,3270,5,2024-12-03 06:06:31.530377746,approved,additional_payment_methods
303,3226,8,2024-12-04 21:03:21.544879123,in_progress,lower_fee
420,2810,6,2024-12-05 00:52:36.186988689,new,international_payments
107,932,6,2024-12-07 09:10:13.840380199,rejected,provider_backup
284,1232,3,2024-12-08 12:30:12.228676438,new,higher_conversion
561,4282,6,2024-12-08 19:55:20.779507644,in_progress,additional_payment_methods
671,3605,3,2024-12-09 01:30:55.113718376,approved,additional_payment_methods
708,252,3,2024-12-10 18:15:22.984403810,in_progress,provider_backup
357,3246,3,2024-12-11 01:10:24.822723318,rejected,lower_fee
799,4675,2,2024-12-13 04:04:38.671585295,approved,additional_payment_methods
469,4812,5,2024-12-17 11:15:35.754661888,approved,additional_payment_methods
20,1085,6,2024-12-17 15:32:55.823541358,rejected,lower_fee
874,4347,8,2024-12-18 16:40:23.849144302,approved,international_payments
990,4940,4,2024-12-21 17:22:40.421143815,rejected,provider_backup
839,2703,6,2024-12-22 14:37:31.715029906,in_progress,additional_payment_methods
